ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.015805095434188843,0.0023877175990492105,0.02805345319211483,0.19138288497924805,0.7623708248138428
2,0.7055137753486633,0.0009541704203002155,0.01494561042636633,0.23595544695854187,0.04263098165392876
3,0.34409838914871216,0.0034108853433281183,0.011052518151700497,0.20683906972408295,0.4345991313457489
4,0.18400897085666656,0.004244827199727297,0.01437402330338955,0.07812873274087906,0.7192434072494507
5,0.3281058967113495,0.0011241703759878874,0.00436170119792223,0.6015320420265198,0.06487619131803513
6,0.12703940272331238,0.0012326471041887999,0.011967530474066734,0.7114040851593018,0.14835630357265472
7,0.3417017161846161,0.025595225393772125,0.4355924427509308,0.1134900227189064,0.08362061530351639
8,0.9261158108711243,0.006392280105501413,0.00645428104326129,0.013082689605653286,0.04795489460229874
9,0.810164749622345,0.0014028071891516447,0.002839443041011691,0.10357920825481415,0.08201379328966141
10,0.4856470227241516,0.001290075364522636,0.039399195462465286,0.40991443395614624,0.063749298453331
11,0.8338754177093506,0.0011207308853045106,0.008226613514125347,0.0941661149263382,0.06261111795902252
12,0.020048687234520912,0.0019388037035241723,0.2655666172504425,0.22172991931438446,0.49071604013442993
13,0.74073725938797,0.0023923516273498535,0.008415141142904758,0.09931892901659012,0.14913633465766907
14,0.8572875261306763,0.0024285861290991306,0.010703673586249352,0.04154761880636215,0.08803258091211319
15,0.9423859715461731,0.0004988457076251507,0.0034531238488852978,0.04210029914975166,0.011561735533177853
16,0.688955545425415,0.002008168725296855,0.005200489424169064,0.24637918174266815,0.057456616312265396
17,0.247334823012352,0.0018568806117400527,0.0594383180141449,0.563484787940979,0.12788517773151398
18,0.5447989106178284,0.0015931298257783055,0.00706619443371892,0.41397687792778015,0.03256487473845482
19,0.24225470423698425,0.0020264622289687395,0.027708331122994423,0.15729989111423492,0.5707105994224548
20,0.008731359615921974,0.009963317774236202,0.2324734628200531,0.013514453545212746,0.7353173494338989
21,0.5215089917182922,0.0023485792335122824,0.01731153391301632,0.3412018120288849,0.1176290437579155
22,0.0008112447685562074,0.005395000334829092,0.04725607484579086,0.0022006267681717873,0.944337010383606
23,0.706623911857605,0.0016398619627580047,0.005528452340513468,0.13036759197711945,0.155840203166008
24,0.001196112367324531,0.0017472022445872426,0.014528518542647362,0.0015817626845091581,0.9809463620185852
25,0.760571300983429,0.0014963109279051423,0.010559440590441227,0.1082550436258316,0.1191178560256958
26,0.3061981499195099,0.006197490729391575,0.12385295331478119,0.059768714010715485,0.5039827227592468
27,0.9280148148536682,0.0013013718416914344,0.0024481043219566345,0.005767301190644503,0.06246840953826904
28,0.05990545451641083,0.07926203310489655,0.3124704658985138,0.04198652133345604,0.5063755512237549
29,0.3166813552379608,0.0013353159883990884,0.06496579200029373,0.456130713224411,0.160886749625206
30,0.30266037583351135,0.0014591020299121737,0.03609871491789818,0.5615967512130737,0.09818505495786667
31,0.2507089376449585,0.004786968231201172,0.030833156779408455,0.11644288152456284,0.5972280502319336
32,0.8675800561904907,0.0015735258348286152,0.0023530172184109688,0.022498248144984245,0.10599519312381744
33,0.08324140310287476,0.00417663250118494,0.11392705142498016,0.047077476978302,0.7515774965286255
34,0.9865923523902893,0.0017035920172929764,0.0009242689702659845,0.007554077077656984,0.0032256972044706345
35,0.6547538042068481,0.006738318130373955,0.014297342859208584,0.0037797042168676853,0.32043081521987915
36,0.4896920621395111,0.001972596161067486,0.02660333923995495,0.3063841164112091,0.1753479391336441
37,0.009959680959582329,0.002563615096732974,0.011941112577915192,0.0017460299422964454,0.9737895727157593
38,0.9170709848403931,0.0008847977733239532,0.0014816640177741647,0.03221585229039192,0.04834664240479469
39,0.22213661670684814,0.0009441380971111357,0.006379326339811087,0.6772571802139282,0.09328276664018631
40,0.3372831642627716,0.0026569715701043606,0.022448556497693062,0.062209323048591614,0.575402021408081
41,0.044230446219444275,0.0016986648552119732,0.015163334086537361,0.48787155747413635,0.4510360062122345
42,0.0006814596708863974,0.005389717407524586,0.006200681906193495,0.000897184363566339,0.9868309497833252
43,0.5380240678787231,0.0029784145299345255,0.012332700192928314,0.0887734666466713,0.357891321182251
44,0.0009931153617799282,0.02414013259112835,0.017305957153439522,0.001877440488897264,0.9556833505630493
45,0.12669909000396729,0.00891630258411169,0.18377076089382172,0.03428701311349869,0.6463268399238586
46,0.40190526843070984,0.004297541920095682,0.06099119782447815,0.04801706224679947,0.4847889244556427
47,0.3035942614078522,0.002254094462841749,0.04135504737496376,0.2116287648677826,0.44116783142089844
48,0.5144880414009094,0.00160982646048069,0.04845866933465004,0.2847937345504761,0.15064972639083862
49,0.16203682124614716,0.0016866967780515552,0.015327448956668377,0.41072916984558105,0.41021984815597534
50,0.04197394847869873,0.0021318618673831224,0.03228818625211716,0.13788174092769623,0.7857242822647095
51,0.2758641541004181,0.017230331897735596,0.04137679189443588,0.013322589918971062,0.6522061824798584
52,0.21450595557689667,0.0014329521218314767,0.015625769272446632,0.6728988885879517,0.09553643316030502
53,0.9757978320121765,0.0009764051646925509,0.001487959991209209,0.005047851242125034,0.01668992079794407
54,0.12713032960891724,0.00828030426055193,0.044930290430784225,0.007303288672119379,0.8123557567596436
55,0.009065576829016209,0.014770680107176304,0.6784204840660095,0.021420035511255264,0.2763232886791229
56,0.4314589202404022,0.003556951880455017,0.05513227730989456,0.15933935344219208,0.3505125343799591
57,0.6229146122932434,0.0013313445961102843,0.008783029392361641,0.30924999713897705,0.057721011340618134
58,0.0007848009117878973,0.02957509644329548,0.028969110921025276,0.0019374362891539931,0.9387335181236267
59,0.0005895583890378475,0.0007137393113225698,0.0037456604186445475,0.0008781466749496758,0.9940728545188904
60,0.7982421517372131,0.0008626709459349513,0.002024659886956215,0.025521796196699142,0.17334872484207153
61,0.7965790033340454,0.003190995892509818,0.04888886213302612,0.04001256823539734,0.11132851243019104
62,0.12390035390853882,0.0010475075105205178,0.16647829115390778,0.5315055251121521,0.1770683377981186
63,0.4058801233768463,0.002349461428821087,0.013099059462547302,0.2208513766527176,0.3578200042247772
64,0.001048209611326456,0.011670022271573544,0.017016693949699402,0.0013558942591771483,0.9689091444015503
65,0.0011531563941389322,0.0016827955842018127,0.0031906403601169586,0.0005419424269348383,0.9934315085411072
66,0.8067323565483093,0.0024218708276748657,0.007145102135837078,0.150878444314003,0.03282220661640167
67,0.9775542616844177,0.0006977924495004117,0.0011550076305866241,0.005246791522949934,0.015346165746450424
68,0.057251036167144775,0.013733495958149433,0.1440175175666809,0.4042785167694092,0.380719393491745
69,0.3623441159725189,0.0017156645189970732,0.04314204677939415,0.4786849915981293,0.11411318182945251
70,0.0006109622772783041,0.000593846314586699,0.0026511610485613346,0.0008040780085138977,0.9953399896621704
71,0.012127814814448357,0.0029304437339305878,0.012366943061351776,0.010623200796544552,0.9619516730308533
72,0.9594674706459045,0.0005517968675121665,0.001210897695273161,0.021861882880330086,0.016907913610339165
73,0.001276380498893559,0.022172508761286736,0.10114139318466187,0.0036457921378314495,0.8717638850212097
74,0.3113868534564972,0.00336642237380147,0.017441434785723686,0.20767071843147278,0.4601345360279083
75,0.0017268917290493846,0.008177506737411022,0.01300679612904787,0.003570212982594967,0.9735185503959656
76,0.4900148808956146,0.0525534525513649,0.03105989098548889,0.021416455507278442,0.40495529770851135
